00_00_0#1_29_29	(3591)
03_00_87#14_31_31	(2684)
03_00_87#14_28_28	(1608)
03_00_87#14_26_26	(1762)
03_00_87#14_24_24	(198)
03_00_87#14_19_19	(259)
03_00_87#15_16_16	(win)
03_00_87#15_14_14	(962)
03_00_87#15_10_10	(1029)
03_00_87#15_7_7	(election)
03_00_87#15_3_3	(261)
03_00_87#15_0_0	(1070)
03_00_87#16_30_30	(261)
03_00_87#16_25_25	(1881)
03_00_87#16_16_16	(3340)
03_00_87#16_12_12	(962)
03_00_87#17_24_24	(3287)
03_00_87#17_9_9	(1634)
03_00_87#17_7_7	(1047)
03_00_88#1_11_11	(250)
03_00_88#1_5_5	(2400)
03_00_88#2_25_25	(2582)
03_00_88#2_15_15	(776)
03_00_88#2_8_8	(1836)
03_00_88#5_7_7	(-1)
03_00_88#5_1_1	(election)
03_00_88#6_10_10	(election)
03_00_88#7_27_27	(1641)
03_00_88#7_24_24	(1299)
03_00_88#7_15_15	(election)
03_00_88#8_9_9	(vote)
03_00_88#9_9_9	(election)
03_00_88#9_5_5	(962)
03_00_88#10_24_24	(election)
03_00_88#10_21_21	(52)
03_00_88#10_8_8	(2904)
03_00_88#11_14_14	(election)
03_00_88#11_10_10	(1458)
03_00_88#11_5_5	(2377)
03_00_88#12_4_4	(455)
03_00_88#14_7_7	(2591)
03_00_88#14_5_5	(1516)
03_00_88#14_2_2	(1103)
03_00_88#15_32_32	(2999)
03_00_88#16_19_19	(861)
03_00_88#16_11_11	(570)
03_00_88#20_22_22	(1452)
03_00_88#21_22_22	(1545)
03_00_88#21_8_8	(2847)
03_00_88#21_6_6	(2996)
03_00_89#1_20_20	(809)
03_00_89#1_1_1	(2081)
03_00_89#2_21_21	(885)
03_00_89#3_7_7	(2815)
03_00_89#4_11_11	(win)
03_00_89#4_6_6	(election)
03_00_89#4_1_1	(win)
03_00_89#5_33_33	(809)
03_00_89#5_28_28	(395)
03_00_89#5_22_22	(2610)
03_00_89#5_19_19	(election)
03_00_89#5_15_15	(809)
03_00_89#6_3_3	(395)
03_00_89#7_1_1	(808)
03_00_9#1_24_24	(win)
03_00_9#1_5_5	(866)
03_00_9#2_3_3	(1369)
03_00_9#3_51_51	(win)
03_00_9#3_46_46	(vote)
03_00_9#3_30_30	(289)
03_00_9#3_26_26	(vote)
03_00_9#3_3_3	(395)
03_00_9#4_21_21	(vote)
03_00_9#4_15_15	(vote)
03_00_9#4_9_9	(2394)
03_00_9#5_13_13	(election)
03_00_9#5_7_7	(2564)
03_00_9#5_6_6	(vote)
03_00_9#6_15_15	(vote)
03_00_9#6_9_9	(105)
03_00_9#6_4_4	(election)
03_00_9#7_18_18	(231)
03_00_9#7_2_2	(1742)
03_00_90#1_6_6	(election)
03_00_90#2_22_22	(win)
03_00_90#2_20_20	(vote)
03_00_90#2_15_15	(win)
03_00_90#2_8_8	(395)
03_00_90#2_7_7	(vote)
03_00_90#3_13_13	(election)
03_00_90#3_7_7	(605)
03_00_90#4_3_3	(election)
03_00_90#5_15_15	(983)
03_00_90#5_10_10	(3813)
03_00_90#6_9_9	(1591)
03_00_90#7_20_20	(578)
03_00_90#7_3_3	(3032)
03_00_90#8_4_4	(578)
03_00_90#9_17_17	(election)
03_00_90#9_14_14	(1306)
03_00_90#10_18_18	(841)
03_00_90#10_7_7	(1146)
03_00_90#11_22_22	(2750)
03_00_90#11_20_20	(982)
03_00_90#11_18_18	(3157)
03_00_90#11_0_0	(1070)
03_00_90#12_29_29	(1489)
03_00_90#12_13_13	(2768)
03_00_90#12_12_12	(2488)
03_00_90#12_2_2	(571)
03_00_90#12_0_0	(1070)
03_00_90#13_23_23	(war)
03_00_90#13_7_7	(1082)
03_00_90#13_1_1	(1667)
03_00_91#2_15_15	(election)
03_00_91#2_9_9	(election)
03_00_91#2_5_5	(1663)
03_00_91#3_15_15	(election)
03_00_91#3_9_9	(1801)
03_00_91#3_8_8	(win)
03_00_91#3_6_6	(456)
03_00_91#4_31_31	(vote)
03_00_91#4_26_26	(election)
03_00_91#4_18_18	(vote)
03_00_91#4_8_8	(election)
03_00_91#5_20_20	(1478)
03_00_91#5_8_8	(election)
03_00_91#6_21_21	(1264)
03_00_91#6_20_20	(win)
03_00_91#6_17_17	(1979)
03_00_91#6_4_4	(election)
03_00_91#7_10_10	(-1)
03_00_91#7_7_7	(election)
03_00_91#8_25_25	(4232)
03_00_91#8_23_23	(244)
03_00_91#8_13_13	(1606)
03_00_91#9_20_20	(1546)
03_00_91#9_15_15	(1418)
03_00_91#9_11_11	(election)
03_00_91#10_8_8	(vote)
03_00_91#11_11_11	(3873)
03_00_91#11_4_4	(646)
03_00_91#12_24_24	(vote)
03_00_91#12_21_21	(1820)
03_00_91#12_10_10	(election)
03_00_91#13_9_9	(vote)
03_00_91#13_5_5	(1352)
03_00_91#14_24_24	(818)
03_00_91#14_19_19	(vote)
03_00_91#15_30_30	(war)
03_00_91#17_4_4	(295)
03_00_91#18_28_28	(protest)
03_00_91#18_20_20	(vote)
03_00_91#18_17_17	(1682)
03_00_91#18_8_8	(576)
03_00_91#19_18_18	(vote)
03_00_91#19_6_6	(election)
03_00_91#20_21_21	(2120)
03_00_91#20_17_17	(vote)
03_00_91#20_11_11	(3841)
03_00_91#21_20_20	(4082)
03_00_91#21_5_5	(vote)
03_00_91#22_34_34	(955)
03_00_91#22_28_28	(3059)
03_00_91#22_23_23	(election)
03_00_91#23_17_17	(819)
03_00_91#23_8_8	(999)
03_00_91#23_3_3	(2881)
03_00_91#24_3_3	(election)
03_00_91#25_4_4	(821)
03_00_91#25_2_2	(3403)
03_00_91#26_31_31	(election)
03_00_91#26_26_26	(election)
03_00_91#26_18_18	(2172)
03_00_91#26_7_7	(4600)
03_00_92#1_12_12	(395)
03_00_92#2_32_32	(win)
03_00_92#2_28_28	(vote)
03_00_92#2_11_11	(election)
03_00_92#2_6_6	(289)
03_00_92#2_5_5	(vote)
03_00_92#3_31_31	(283)
03_00_92#3_14_14	(1146)
03_00_92#4_5_5	(562)
03_00_92#5_13_13	(1219)
03_00_92#5_5_5	(3434)
03_00_92#5_4_4	(1964)
03_00_92#6_17_17	(1515)
03_00_92#7_3_3	(1143)
03_00_92#8_19_19	(281)
03_00_92#8_14_14	(1553)
03_00_92#9_7_7	(738)
03_00_92#10_16_16	(2492)
03_00_92#11_25_25	(3079)
03_00_92#14_5_5	(983)
03_00_92#15_41_41	(2759)
03_00_92#15_38_38	(2656)
03_00_92#15_16_16	(2742)
03_00_92#15_13_13	(1885)
03_00_92#15_9_9	(3178)
03_00_92#17_36_36	(983)
03_00_92#17_32_32	(3254)
03_00_92#17_17_17	(1505)
03_00_92#17_4_4	(1900)
03_00_92#19_13_13	(327)
03_00_92#19_2_2	(3580)
03_00_92#21_9_9	(1866)
03_00_92#22_10_10	(3639)
03_00_92#23_11_11	(2010)
03_00_92#24_15_15	(win)
03_00_92#24_6_6	(1131)
03_00_92#26_27_27	(3584)
03_00_92#26_18_18	(573)
03_00_92#26_12_12	(3979)
03_00_92#26_5_5	(1592)
03_00_92#26_1_1	(2729)
03_00_92#27_12_12	(3441)
03_00_92#27_9_9	(378)
03_00_92#27_7_7	(4012)
03_00_92#27_3_3	(1674)
03_00_92#28_12_12	(2050)
03_00_92#28_10_10	(3443)
03_00_92#29_10_10	(1562)
03_00_92#29_3_3	(2148)
03_00_92#29_1_1	(3912)
03_00_92#30_24_24	(283)
03_00_92#30_17_17	(562)
03_00_92#30_8_8	(562)
03_00_92#31_29_29	(3431)
03_00_92#31_24_24	(573)
03_00_92#31_16_16	(1129)
03_00_92#31_15_15	(4382)
03_00_92#31_13_13	(566)
03_00_92#32_45_45	(2009)
03_00_92#32_35_35	(325)
03_00_92#32_17_17	(325)
03_00_94#2_3_3	(election)
03_00_94#3_10_10	(vote)
03_00_94#3_2_4	(1801)
03_00_94#4_4_4	(election)
03_00_94#5_2_2	(election)
03_00_94#6_17_17	(vote)
03_00_94#6_5_5	(election)
03_00_94#6_2_2	(win)
03_00_94#7_20_20	(election)
03_00_94#8_26_26	(election)
03_00_94#8_18_18	(1619)
03_00_94#8_14_14	(1737)
03_00_94#9_20_20	(295)
03_00_94#9_16_16	(2137)
03_00_94#10_29_29	(2205)
03_00_94#10_25_25	(295)
03_00_94#10_20_20	(2754)
03_00_94#10_18_18	(993)
03_00_94#10_16_16	(1265)
03_00_94#10_14_14	(election)
03_00_94#11_5_5	(1903)
03_00_94#12_1_1	(2444)
03_00_94#13_23_23	(3241)
03_00_94#13_14_14	(election)
03_00_94#14_21_21	(760)
03_00_94#14_7_7	(election)
03_00_94#15_20_20	(999)
03_00_94#15_16_16	(2882)
03_00_94#16_27_27	(war)
03_00_94#17_17_17	(999)
03_00_94#17_12_12	(437)
03_00_94#17_7_7	(vote)
03_00_94#18_4_4	(1801)
03_00_94#19_17_17	(3713)
03_00_94#19_7_7	(1764)
03_00_95#1_35_35	(289)
03_00_95#1_34_34	(vote)
03_00_95#1_25_25	(win)
03_00_95#1_15_15	(289)
03_00_95#1_14_14	(vote)
03_00_95#2_10_10	(105)
03_00_95#3_1_1	(2971)
03_00_95#4_12_12	(election)
03_00_95#4_6_6	(vote)
03_00_95#4_1_1	(election)
03_00_95#5_26_26	(105)
03_00_95#5_22_22	(vote)
03_00_95#5_12_12	(vote)
03_00_95#5_7_7	(105)
03_00_95#5_4_4	(election)
03_00_95#6_5_5	(1369)
03_00_95#6_1_1	(731)
03_00_95#8_24_24	(865)
03_00_95#8_2_2	(election)
03_00_95#11_10_10	(2980)
03_00_95#11_9_9	(2299)
03_00_95#11_4_4	(-1)
03_00_96#1_9_9	(vote)
03_00_96#1_5_5	(76)
03_00_96#3_16_16	(election)
03_00_96#4_23_23	(vote)
03_00_96#4_18_18	(76)
03_00_96#4_10_10	(1902)
03_00_96#4_5_5	(1531)
03_00_96#5_8_8	(261)
03_00_96#6_21_21	(2684)
03_00_96#6_17_17	(1151)
03_00_96#8_21_21	(election)
03_00_96#8_17_17	(244)
03_00_96#8_15_15	(vote)
03_00_96#8_8_8	(76)
03_00_96#8_3_3	(1251)
03_00_96#9_13_13	(283)
03_00_96#9_9_9	(1809)
03_00_96#9_5_5	(election)
03_00_96#10_9_9	(566)
03_00_96#11_1_1	(3396)
03_00_96#12_22_22	(vote)
03_00_96#12_19_19	(244)
03_00_96#12_14_14	(2831)
03_00_96#13_5_5	(595)
03_00_96#13_3_3	(election)
03_00_96#13_1_1	(244)
03_00_96#14_11_11	(election)
03_00_96#14_7_7	(vote)
03_00_96#15_10_10	(1754)
03_00_96#15_6_6	(232)
03_00_96#16_13_13	(794)
03_00_96#17_35_35	(vote)
03_00_96#17_21_21	(vote)
03_00_96#17_15_15	(vote)
03_00_96#17_12_12	(244)
03_00_96#17_9_9	(vote)
03_00_96#17_3_3	(2394)
03_00_96#18_15_15	(261)
03_00_96#18_13_13	(321)
03_00_96#19_28_28	(2684)
03_00_96#19_24_24	(1151)
03_00_96#19_13_13	(4167)
03_00_96#19_9_9	(election)
03_00_96#19_5_5	(2689)
03_00_96#19_2_2	(1305)
03_00_96#20_20_20	(3658)
03_00_96#20_11_11	(261)
03_00_96#20_6_6	(1510)
03_00_96#21_5_5	(261)
03_00_97#2_17_17	(win)
03_00_97#2_8_8	(election)
03_00_97#2_2_2	(289)
03_00_97#2_1_1	(vote)
03_00_97#3_11_11	(2203)
03_00_97#3_10_10	(election)
03_00_97#4_9_9	(election)
03_00_97#5_12_12	(4322)
03_00_97#5_11_11	(-1)
03_00_97#5_9_9	(289)
03_00_97#5_8_8	(vote)
03_00_97#6_14_14	(797)
03_00_97#6_11_11	(vote)
03_00_97#6_4_4	(105)
03_00_97#7_15_15	(1619)
03_00_97#7_13_13	(-1)
03_00_97#7_10_10	(866)
03_00_97#8_8_8	(576)
03_00_97#8_5_5	(election)
03_00_97#9_12_12	(election)
03_00_97#9_7_7	(election)
03_00_97#10_27_27	(2205)
03_00_97#10_22_22	(295)
03_00_97#10_16_16	(2752)
03_00_97#10_14_14	(994)
03_00_97#10_12_12	(1266)
03_00_97#10_10_10	(election)
03_00_97#11_20_20	(3238)
03_00_97#11_19_19	(election)
03_00_97#11_11_11	(vote)
03_00_97#11_6_6	(-1)
03_00_97#12_9_9	(election)
03_00_97#13_14_14	(vote)
03_00_97#13_11_11	(505)
03_00_97#13_6_6	(295)
03_00_97#14_21_21	(295)
03_00_97#14_18_18	(816)
03_00_97#15_48_48	(-1)
03_00_97#15_34_34	(-1)
03_00_97#15_20_20	(885)
03_00_97#15_4_4	(1634)
03_00_97#17_31_31	(757)
03_00_97#17_29_29	(election)
03_00_97#17_26_26	(protest)
03_00_97#17_24_24	(3151)
03_00_97#17_17_17	(199)
03_00_97#18_8_8	(-1)
03_00_97#18_5_5	(election)
03_00_97#19_17_17	(election)
03_00_98#1_13_13	(vote)
03_00_98#1_10_10	(737)
03_00_98#1_9_9	(election)
03_00_98#2_6_6	(protest)
03_00_98#3_15_15	(election)
03_00_98#3_10_10	(1810)
03_00_98#4_17_17	(1756)
03_00_98#4_13_13	(576)
03_00_98#5_55_55	(protest)
03_00_98#5_42_42	(244)
03_00_98#5_21_21	(766)
03_00_98#5_14_14	(protest)
03_00_98#5_7_7	(2001)
03_00_98#5_2_2	(80)
03_00_98#6_10_10	(vote)
03_00_98#6_7_7	(2011)
03_00_98#7_13_13	(vote)
03_00_98#7_8_8	(2096)
03_00_98#7_4_4	(610)
03_00_98#7_3_3	(200)
03_00_98#8_11_11	(2414)
03_00_98#9_15_15	(4213)
03_00_98#9_4_4	(53)
03_00_98#11_10_10	(2618)
03_00_98#11_1_1	(1724)
03_00_98#12_19_19	(2248)
03_00_98#12_12_12	(2595)
03_00_98#13_17_17	(protest)
03_00_98#14_5_5	(1729)
03_00_98#14_2_2	(330)
03_00_98#15_22_22	(3448)
03_00_98#15_18_18	(1300)
03_00_98#15_9_9	(vote)
03_00_98#16_22_22	(vote)
03_00_98#16_17_17	(vote)
03_00_98#16_7_7	(vote)
03_00_98#17_23_23	(4189)
03_00_98#17_20_20	(1301)
03_00_98#18_31_31	(protest)
03_00_98#18_14_14	(4182)
03_00_98#18_11_11	(protest)
03_00_98#18_6_6	(3517)
03_00_98#19_11_11	(vote)
03_00_98#20_29_29	(4714)
03_00_98#20_23_23	(1608)
03_00_98#20_18_18	(260)
03_00_98#20_11_11	(war)
03_00_98#20_4_4	(election)
03_00_98#21_4_4	(-1)
03_00_98#22_33_33	(election)
03_00_98#22_24_24	(win)
03_00_98#22_4_4	(797)
03_00_98#23_4_4	(1764)
03_00_99#1_24_24	(1734)
03_00_99#1_11_11	(win)
03_00_99#1_2_2	(453)
03_00_99#2_9_9	(786)
03_00_99#2_4_4	(3169)
03_00_99#2_2_2	(1024)
03_00_99#3_33_33	(win)
03_00_99#3_31_31	(1708)
03_00_99#4_31_31	(election)
03_00_99#4_27_27	(236)
03_00_99#4_23_23	(1547)
03_00_99#4_4_4	(2220)
03_00_99#5_14_14	(election)
03_00_99#6_5_5	(1789)
03_00_99#6_3_3	(3467)
03_00_99#7_17_17	(3602)
03_00_99#7_10_10	(election)
03_00_99#7_8_8	(3602)
03_00_99#7_4_4	(1302)
03_00_99#9_30_30	(win)
03_00_99#9_27_27	(vote)
03_00_99#9_22_22	(105)
03_00_99#9_17_17	(289)
03_00_99#9_16_16	(vote)
03_00_99#9_3_3	(395)
03_00_99#10_39_39	(605)
03_00_99#10_35_35	(election)
03_00_99#10_17_17	(election)
03_00_99#11_24_24	(election)
03_00_99#11_21_21	(244)
03_00_99#12_30_30	(3719)
03_00_99#12_22_22	(3362)
03_00_99#13_13_13	(2001)
03_00_99#14_33_33	(4137)
03_00_99#14_15_15	(3378)
03_00_99#14_8_8	(236)
03_00_99#14_6_6	(3549)
03_00_99#15_2_2	(3685)
03_00_99#16_7_7	(3852)
03_00_99#17_5_5	(883)
03_00_99#18_35_35	(3037)
03_00_99#18_26_26	(-1)
03_00_99#18_6_6	(election)
03_00_99#18_3_3	(1073)
03_00_99#19_13_13	(1103)
03_00_99#19_11_11	(2310)
03_00_99#19_3_3	(2377)
03_00_99#20_27_27	(3601)
03_00_99#20_18_18	(3602)
03_00_99#21_3_3	(-1)
03_00_99#22_17_17	(election)
03_00_99#22_12_12	(vote)
03_00_99#23_21_21	(1489)
03_00_99#23_9_9	(2400)
03_00_99#23_6_6	(250)
03_00_99#23_1_1	(1107)
03_00_99#24_16_16	(2070)
03_00_99#24_1_1	(1667)
03_00_99#25_19_19	(1031)
03_00_99#25_2_2	(3653)
03_00_99#27_13_13	(election)
03_00_99#27_2_2	(1456)
03_00_99#28_21_21	(2470)
03_00_99#28_14_14	(381)
03_00_99#28_4_4	(election)
03_00_99#29_5_5	(2904)
03_07_0#1_23_23	(election)
03_07_0#1_16_16	(3710)
03_07_0#2_8_8	(vote)
03_07_0#2_5_5	(244)
03_07_0#3_39_39	(election)
03_07_0#3_35_35	(win)
03_07_0#3_33_33	(vote)
03_07_0#3_28_28	(win)
03_07_0#3_21_21	(vote)
03_07_0#4_8_8	(vote)
03_07_0#5_51_51	(vote)
03_07_0#5_39_39	(105)
03_07_1#1_18_18	(election)
03_07_1#1_8_8	(1107)
03_07_1#2_23_23	(2978)
03_07_1#2_2_2	(1146)
03_07_1#4_14_14	(689)
03_07_1#4_8_8	(2271)
03_07_1#4_2_2	(1146)
03_07_1#5_31_31	(631)
03_07_1#5_24_24	(2549)
03_07_1#5_9_9	(312)
03_07_1#6_32_32	(2882)
03_07_1#6_30_30	(1248)
03_07_1#6_10_10	(1548)
03_07_1#7_4_4	(election)
03_07_1#8_2_2	(841)
03_07_1#10_40_40	(election)
03_07_1#10_36_36	(win)
03_07_1#10_34_34	(vote)
03_07_1#10_29_29	(win)
03_07_1#10_22_22	(vote)
03_07_10#1_24_24	(election)
03_07_10#1_14_14	(1107)
03_07_10#2_24_24	(election)
03_07_10#2_20_20	(win)
03_07_10#4_23_23	(841)
03_07_10#4_10_10	(election)
03_07_10#5_18_18	(610)
03_07_10#5_17_17	(vote)
03_07_10#5_12_12	(election)
03_07_10#5_9_9	(vote)
03_07_10#5_2_2	(763)
03_07_10#6_7_7	(689)
03_07_10#6_1_1	(2271)
03_07_10#7_10_10	(1127)
03_07_10#9_43_43	(election)
03_07_10#9_35_35	(win)
03_07_10#9_28_28	(105)
03_07_10#10_4_4	(2930)
03_07_10#10_3_3	(3261)
03_07_100#1_20_20	(election)
03_07_100#1_15_15	(244)
03_07_100#2_25_25	(election)
03_07_100#2_20_20	(244)
03_07_100#3_8_8	(2869)
03_07_100#3_5_5	(2017)
03_07_100#4_37_37	(election)
03_07_100#4_33_33	(244)
03_07_100#5_22_22	(election)
03_07_100#5_16_16	(vote)
03_07_101#1_34_34	(election)
03_07_101#1_30_30	(244)
03_07_101#1_11_11	(2164)
03_07_101#2_21_21	(election)
03_07_101#2_15_15	(vote)
03_07_101#3_11_11	(vote)
03_07_101#3_10_10	(election)
03_07_101#4_15_15	(1617)
03_07_101#4_13_13	(4256)
03_07_101#4_9_9	(387)
03_07_101#4_4_4	(vote)
03_07_101#5_15_15	(2530)
03_07_101#5_6_6	(4242)
03_07_101#6_23_23	(vote)
03_07_101#6_19_19	(vote)
03_07_101#6_12_12	(382)
03_07_101#6_11_11	(1514)
03_07_101#6_7_7	(election)
03_07_101#6_3_3	(vote)
03_07_101#7_6_6	(vote)
03_07_101#7_2_2	(2943)
03_07_101#8_2_2	(vote)
03_07_101#9_19_19	(387)
03_07_101#9_16_16	(vote)
03_07_101#10_18_18	(vote)
03_07_101#10_6_6	(447)
03_07_101#11_15_15	(2930)
03_07_101#11_14_14	(2719)
03_07_101#11_5_5	(2001)
03_07_101#12_40_40	(election)
03_07_101#12_37_37	(244)
03_07_101#12_25_25	(4261)
03_07_101#12_2_2	(2930)
03_07_101#15_4_4	(1029)
03_07_101#15_1_1	(1779)
03_07_101#17_13_13	(762)
03_07_101#17_8_8	(election)
03_07_101#17_4_4	(3154)
03_07_101#18_23_23	(2870)
03_07_101#18_20_20	(2017)
03_07_101#19_24_24	(election)
03_07_101#19_21_21	(244)
03_07_101#19_19_19	(2017)
03_07_101#20_2_2	(2017)
03_07_101#21_6_6	(2528)
03_07_101#22_34_34	(797)
03_07_101#22_22_22	(2017)
03_07_101#23_19_19	(1801)
03_07_101#23_12_12	(election)
03_07_101#23_9_9	(win)
03_07_101#24_3_3	(1369)
03_07_101#25_19_19	(1369)
03_07_101#25_9_11	(1801)
03_07_101#25_8_8	(1531)
03_07_101#26_39_39	(4234)
03_07_101#27_25_25	(election)
03_07_101#27_22_22	(244)
03_07_101#28_13_13	(1606)
03_07_101#28_11_11	(448)
03_07_101#29_21_21	(election)
03_07_101#29_18_18	(3364)
03_07_101#29_12_12	(2315)
03_07_101#30_35_35	(2392)
03_07_101#30_27_27	(2488)
03_07_101#30_25_25	(3782)
03_07_101#30_20_20	(776)
03_07_101#30_12_12	(60)
03_07_101#30_3_3	(222)
03_07_101#31_10_10	(election)
03_07_101#31_7_7	(244)
03_07_102#1_33_33	(election)
03_07_102#2_21_21	(election)
03_07_102#2_16_16	(244)
03_07_102#3_8_8	(2871)
03_07_102#3_5_5	(2017)
03_07_102#4_37_37	(election)
03_07_102#4_33_33	(244)
03_07_102#5_34_34	(776)
03_07_102#5_18_18	(764)
03_07_102#5_5_5	(2087)
03_07_102#6_16_16	(vote)
03_07_102#6_5_5	(2535)
03_07_102#9_53_53	(2261)
03_07_102#9_45_45	(4766)
03_07_102#9_41_41	(637)
03_07_102#9_38_38	(1884)
03_07_103#1_7_7	(2166)
03_07_103#2_16_16	(2897)
03_07_103#2_13_13	(election)
03_07_103#2_9_9	(2689)
03_07_103#2_4_4	(1221)
03_07_103#3_18_18	(3854)
03_07_103#3_14_14	(864)
03_07_103#4_20_20	(2897)
03_07_103#4_12_12	(1820)
03_07_103#4_2_2	(2807)
03_07_103#5_32_32	(250)
03_07_103#5_24_24	(3403)
03_07_103#5_8_8	(1674)
03_07_103#6_59_59	(election)
03_07_103#6_57_57	(vote)
03_07_103#6_31_31	(1489)
03_07_103#7_22_22	(2458)
03_07_103#7_21_21	(vote)
03_07_103#7_13_13	(1014)
03_07_103#8_10_10	(458)
03_07_103#8_8_8	(election)
03_07_103#9_33_33	(1606)
03_07_103#9_15_15	(election)
03_07_103#9_13_13	(603)
03_07_103#10_13_13	(election)
03_07_103#10_9_9	(244)
03_07_103#11_11_11	(449)
03_07_103#11_8_8	(election)
03_07_103#11_5_5	(2217)
03_07_103#12_31_31	(250)
03_07_103#12_27_27	(election)
03_07_103#12_22_22	(244)
03_07_103#12_11_11	(1028)
03_07_104#1_17_17	(1674)
03_07_104#2_10_10	(250)
03_07_104#2_2_2	(3403)
03_07_104#3_55_55	(vote)
03_07_104#3_54_54	(election)
03_07_104#3_53_53	(war)
03_07_104#3_25_25	(1489)
03_07_104#3_3_3	(3047)
03_07_104#4_22_22	(2459)
03_07_104#4_21_21	(vote)
03_07_104#4_13_13	(1014)
03_07_105#1_47_47	(1028)
03_07_105#1_35_35	(election)
03_07_105#1_29_29	(244)
03_07_105#1_19_19	(2165)
03_07_105#1_16_16	(1778)
03_07_105#1_10_10	(2088)
03_07_105#2_10_10	(election)
03_07_105#3_32_32	(950)
03_07_105#3_14_14	(244)
03_07_105#4_19_19	(450)
03_07_105#4_16_16	(election)
03_07_105#4_13_13	(3366)
03_07_105#5_1_1	(1028)
03_07_105#6_1_1	(250)
03_07_105#7_11_11	(458)
03_07_105#7_9_9	(election)
03_07_105#8_33_33	(1605)
03_07_105#8_15_15	(election)
03_07_105#8_13_13	(603)
03_07_106#1_6_6	(3645)
03_07_106#2_44_44	(election)
03_07_106#2_38_38	(2608)
03_07_106#2_20_20	(election)
03_07_106#2_16_16	(244)
03_07_106#2_14_14	(2017)
03_07_106#2_7_7	(1251)
03_07_107#1_34_34	(1838)
03_07_107#1_17_17	(1797)
03_07_107#3_19_19	(4724)
03_07_107#3_10_10	(vote)
03_07_107#3_9_9	(3645)
03_07_107#3_3_3	(243)
03_07_107#4_33_33	(-1)
03_07_107#4_20_20	(1068)
03_07_107#4_19_19	(3046)
03_07_107#4_13_13	(102)
03_07_107#4_1_1	(3365)
03_07_107#5_53_53	(3692)
03_07_107#5_23_23	(-1)
03_07_107#5_20_20	(4660)
03_07_107#5_18_18	(759)
03_07_107#5_14_14	(1107)
03_07_107#6_62_62	(1948)
03_07_107#6_44_44	(1948)
03_07_107#6_10_10	(1223)
03_07_107#6_7_7	(2957)
03_07_107#7_16_16	(288)
03_07_107#8_22_22	(3047)
03_07_107#8_5_5	(1948)
03_07_107#10_5_5	(1948)
03_07_107#10_1_1	(1029)
03_07_107#11_7_7	(1555)
03_07_107#13_11_11	(election)
03_07_107#13_9_9	(231)
03_07_107#13_7_7	(election)
03_07_107#13_5_5	(2872)
03_07_107#16_45_45	(2970)
03_07_107#16_42_42	(election)
03_07_107#16_18_18	(3046)
03_07_107#17_27_27	(3072)
03_07_107#17_22_22	(3072)
03_07_107#17_10_10	(2530)
03_07_107#17_9_9	(3420)
03_07_107#18_20_20	(767)
03_07_107#18_18_18	(2738)
03_07_107#18_9_9	(2945)
03_07_107#18_7_7	(2488)
03_07_107#20_28_28	(976)
03_07_107#20_14_14	(642)
03_07_107#20_5_5	(642)
03_07_107#21_20_20	(1512)
03_07_107#22_50_50	(2530)
03_07_107#22_47_47	(1644)
03_07_107#22_43_43	(-1)
03_07_107#22_36_36	(3489)
03_07_107#22_24_24	(-1)
03_07_107#22_13_13	(-1)
03_07_107#22_11_11	(920)
03_07_107#22_4_4	(vote)
03_07_107#23_3_3	(2535)
03_07_107#23_1_1	(2530)
03_07_107#24_22_22	(vote)
03_07_107#24_8_8	(vote)
03_07_107#25_31_31	(1688)
03_07_107#25_28_28	(638)
03_07_107#25_6_6	(1107)
03_07_107#25_2_2	(2945)
03_07_107#26_5_5	(1644)
03_07_107#27_13_13	(3047)
03_07_107#27_5_5	(1644)
03_07_11#1_12_12	(election)
03_07_11#1_6_6	(vote)
03_07_11#2_17_17	(1369)
03_07_11#3_19_19	(809)
03_07_11#4_22_22	(809)
03_07_11#5_7_7	(3501)
03_07_11#6_7_7	(2815)
03_07_11#7_26_26	(809)
03_07_11#7_16_16	(1028)
03_07_11#7_8_8	(809)
03_07_11#7_4_4	(506)
03_07_11#8_3_3	(2909)
03_07_11#9_21_21	(election)
03_07_11#9_15_15	(578)
03_07_11#9_12_12	(68)
03_07_11#10_38_38	(274)
03_07_11#10_21_21	(1176)
03_07_11#10_11_11	(274)
03_07_11#10_6_6	(3509)
03_07_11#12_25_25	(289)
03_07_11#12_22_22	(election)
03_07_11#12_19_19	(vote)
03_07_11#12_3_3	(395)
03_07_11#13_13_13	(vote)
03_07_11#13_7_7	(105)
03_07_11#14_43_43	(election)
03_07_11#14_38_38	(3173)
03_07_11#14_29_29	(1644)
03_07_11#14_17_17	(election)
03_07_11#15_36_36	(1336)
03_07_11#15_34_34	(3148)
03_07_11#15_25_25	(election)
03_07_11#15_13_13	(election)
03_07_11#16_1_1	(election)
03_07_11#17_36_36	(4019)
03_07_11#17_34_34	(281)
03_07_11#17_10_10	(578)
03_07_11#18_50_50	(809)
03_07_11#18_39_39	(507)
03_07_11#18_15_15	(1223)
03_07_11#18_2_2	(2084)
03_07_11#19_5_5	(809)
03_07_11#20_1_1	(2089)
03_07_11#21_19_19	(3654)
03_07_11#21_4_4	(3904)
03_07_11#21_1_1	(1029)
03_07_12#1_53_53	(win)
03_07_12#1_48_48	(vote)
03_07_12#1_31_31	(election)
03_07_12#1_26_26	(289)
03_07_12#1_25_25	(vote)
03_07_12#1_3_3	(395)
03_07_12#2_54_54	(268)
03_07_12#2_34_34	(981)
